customer_id,age,income_ugx,credit_score,loan_amount_ugx,loan_type,loan_purpose,loan_term_months,interest_rate_annual,monthly_payment_ugx,total_repayment_ugx,total_interest_ugx,payments_made,payments_missed,employment_status,debt_to_income_ratio,existing_debt_ugx,collateral,payment_method,region,district,season,application_date,payment_history,repayment_schedule,status
213,31,3426501,696,437712376,mortgage,Land purchase,78,16.6,9208575,718268850,280556474,0,0,Boda Boda Rider,303.5,42905850,Salary Assignment,Bank Transfer,Eastern,Rukiga,N/A,2024-12-26,"Application rejected, no payments made","Application rejected, no payments made",rejected
214,62,3908235,672,5472035,personal,Wedding costs,15,19.0,412703,6190545,718510,0,0,Unemployed,15.1,6358990,Vehicle Logbook,Mobile Money,Western,Kasese,N/A,2023-06-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
215,46,4088435,594,231648770,mortgage,Land purchase,132,27.3,5555195,733285740,501636970,0,0,Trader,164.8,42565661,None,Mobile Money,Eastern,Masindi,N/A,2023-10-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
216,21,1219624,680,7518762,agricultural,Irrigation equipment,9,20.6,908751,8178759,659997,0,0,Private Sector,76.8,987927,SACCO Shares,Salary Deduction,Central,Buikwe,Dry Season (Dec-Feb),2024-10-31,"Application rejected, no payments made","Application rejected, no payments made",rejected
217,30,4321168,558,4938006,personal,Medical expenses,6,26.8,888516,5331096,393090,3,2,Self-Employed,28.2,11821736,Business Inventory,Cash at Branch,Western,Kyegegwa,N/A,2024-01-05,"Defaulted after 3 payments, 2 missed payments total","Paid months 1-3, missed at months 2, 3, 4, 5",defaulted
218,20,1617714,601,188085295,mortgage,Rental property,150,20.4,3474633,521194950,333109655,0,0,Construction Worker,222.4,4419237,None,Mobile Money,Western,Fort Portal,N/A,2024-04-27,"Application rejected, no payments made","Application rejected, no payments made",rejected
219,51,7223018,581,361175132,mortgage,Home renovation,132,25.5,8184989,1080418548,719243416,0,0,Private Sector,124.8,29756002,Land Title,Cash at Branch,Eastern,Pallisa,N/A,2023-08-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
220,37,3133887,626,7334805,personal,Funeral costs,6,25.2,1313875,7883250,548445,0,0,Security Guard,55.7,15568648,Land Title,SACCO Deduction,Eastern,Bukwo,N/A,2024-12-04,"Application rejected, no payments made","Application rejected, no payments made",rejected
221,50,3488354,805,16735790,agricultural,Land preparation,6,15.6,2917577,17505462,769672,0,0,Unemployed,131.3,59802027,None,Bank Transfer,Eastern,Kabale,Growing Season (Jun-Aug),2023-05-10,"Application rejected, no payments made","Application rejected, no payments made",rejected
222,22,2432617,470,9856855,business,Equipment purchase,18,32.5,699124,12584232,2727377,0,0,Student,74.3,39881492,Group Guarantee,Salary Deduction,Central,Mukono,N/A,2023-10-10,"Application rejected, no payments made","Application rejected, no payments made",rejected
223,53,2551857,674,408141193,mortgage,Land purchase,168,19.1,6988546,1174075728,765934535,0,0,Security Guard,277.6,3445583,SACCO Shares,Salary Deduction,Eastern,Hoima,N/A,2023-04-19,"Application rejected, no payments made","Application rejected, no payments made",rejected
224,56,11591312,490,579610671,mortgage,Home renovation,228,33.3,16115594,3674355432,3094744761,0,0,Teacher,146.1,29392224,SACCO Shares,SACCO Deduction,Northern,Otuke,N/A,2024-02-17,"Application rejected, no payments made","Application rejected, no payments made",rejected
225,29,4184935,582,10064305,education,Vocational training,36,26.2,406570,14636520,4572215,36,0,Civil Servant,20.8,16705560,Land Title,Cash at Branch,Western,Kazo,N/A,2024-05-18,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
226,64,3456122,707,29428289,agricultural,Storage facility,24,19.3,1487732,35705568,6277279,0,0,Self-Employed,53.8,13408535,Vehicle Logbook,Bank Transfer,Northern,Adjumani,Dry Season (Dec-Feb),2024-05-11,"Application rejected, no payments made","Application rejected, no payments made",rejected
227,68,4068293,625,4701261,personal,Home repairs,27,22.3,223021,6021567,1320306,27,0,Construction Worker,31.5,38104918,Mobile Money History,Salary Deduction,Northern,Pader,N/A,2023-03-01,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
228,35,126507,533,270150,agricultural,Land preparation,12,34.2,26897,322764,52614,0,0,SACCO Member,35.2,634250,Vehicle Logbook,Mobile Money,Northern,Moyo,Growing Season (Jun-Aug),2024-04-30,"Application rejected, no payments made","Application rejected, no payments made",rejected
229,57,3943884,562,13509225,agricultural,Livestock purchase,6,28.1,2439628,14637768,1128543,0,0,Self-Employed,63.8,2819778,Livestock,Bank Transfer,Eastern,Kanungu,Harvest Season (Sep-Nov),2023-01-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
230,69,12298566,674,25733114,business,Equipment purchase,18,19.9,1665322,29975796,4242682,0,0,Unemployed,54.1,179562177,Business Inventory,SACCO Deduction,Western,Bunyangabu,N/A,2024-04-15,"Application rejected, no payments made","Application rejected, no payments made",rejected
231,36,1633644,561,249080186,mortgage,Land purchase,216,25.6,5369917,1159902072,910821886,0,0,Boda Boda Rider,333.5,2807978,SACCO Shares,Salary Deduction,Western,Mitooma,N/A,2024-05-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
232,24,1579827,637,5961145,agricultural,Livestock purchase,15,26.6,471482,7072230,1111085,0,0,Boda Boda Rider,74.3,25272105,Savings Account,Salary Deduction,Western,Kanungu,Growing Season (Jun-Aug),2024-02-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
233,62,1293453,623,4818991,personal,Home repairs,33,26.0,205916,6795228,1976237,0,0,Market Vendor,26.3,4832001,Group Guarantee,Mobile Money,Northern,Apac,N/A,2023-12-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
234,66,10757253,567,13889956,education,Books and supplies,36,27.2,568552,20467872,6577916,36,0,NGO Worker,10.1,18651613,Vehicle Logbook,SACCO Deduction,Eastern,Kiruhura,N/A,2023-07-07,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
235,63,10489795,791,50954156,business,Working capital,36,14.0,1741492,62693712,11739556,36,0,Private Sector,25.8,34789624,Business Inventory,Salary Deduction,Western,Kazo,N/A,2023-02-24,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
236,60,2798700,670,13638111,business,Working capital,54,22.5,403801,21805254,8167143,26,30,Unemployed,39.9,25636263,Land Title,Bank Transfer,Western,Rubanda,N/A,2023-05-27,"Defaulted after 26 payments, 30 missed payments total","Paid months 1-26, then missed payments at months 1, 2, 3...53, 54",defaulted
237,40,6512942,457,3954045,personal,Funeral costs,24,33.8,228889,5493336,1539291,0,0,Security Guard,9.4,13819754,None,Cash at Branch,Central,Kampala,N/A,2023-06-12,"Application rejected, no payments made","Application rejected, no payments made",rejected
238,51,11541037,634,52187954,business,Stock purchase,60,25.5,1547121,92827260,40639306,60,0,Private Sector,25.5,50280254,Land Title,Mobile Money,Northern,Apac,N/A,2023-11-26,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
239,68,6598673,567,9453246,personal,Home repairs,33,27.0,408921,13494393,4041147,0,0,Civil Servant,22.4,38441281,Savings Account,Mobile Money,Western,Isingiro,N/A,2023-03-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
240,22,1609910,688,361879019,mortgage,House construction,174,17.4,5713994,994234956,632355937,0,0,Unemployed,414.1,34309399,None,Cash at Branch,Eastern,Rubanda,N/A,2024-02-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
241,21,1275158,556,4870752,personal,Funeral costs,30,26.7,224264,6727920,1857168,0,0,Farmer,33.5,7292407,Business Inventory,Salary Deduction,Central,Kalangala,N/A,2023-02-19,"Application rejected, no payments made","Application rejected, no payments made",rejected
242,62,420700,610,1142144,personal,Family emergency,21,23.5,66859,1404039,261895,0,0,Civil Servant,28.7,1934030,Savings Account,Bank Transfer,Northern,Koboko,N/A,2024-03-06,"Application rejected, no payments made","Application rejected, no payments made",rejected
243,62,945583,660,235378947,mortgage,Land purchase,174,16.5,3567932,620820168,385441221,0,0,Teacher,399.5,7540330,SACCO Shares,Mobile Money,Central,Luwero,N/A,2024-05-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
244,32,3603076,689,372311620,mortgage,Rental property,96,18.8,7524803,722381088,350069468,0,0,Construction Worker,219.7,14047081,None,Bank Transfer,Central,Nakaseke,N/A,2023-12-05,"Application rejected, no payments made","Application rejected, no payments made",rejected
245,35,146663,523,424091,personal,Family emergency,30,33.0,20943,628290,204199,0,0,SACCO Member,42.8,1503884,Business Inventory,Bank Transfer,Central,Masaka,N/A,2023-09-28,"Application rejected, no payments made","Application rejected, no payments made",rejected
246,49,583188,593,1802443,personal,Home repairs,15,29.2,144864,2172960,370517,0,0,Construction Worker,36.3,2407244,Land Title,Mobile Money,Central,Masaka,N/A,2023-12-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
247,42,10216095,582,7983013,personal,Home repairs,18,26.7,543075,9775350,1792337,18,0,Teacher,16.0,39306059,Group Guarantee,SACCO Deduction,Northern,Amuru,N/A,2023-04-26,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
248,28,2745980,567,19451533,business,Transport business,12,30.6,1902019,22824228,3372695,0,0,Construction Worker,87.0,17495484,SACCO Shares,SACCO Deduction,Northern,Agago,N/A,2023-01-30,"Application rejected, no payments made","Application rejected, no payments made",rejected
249,63,11100855,761,87716440,business,Restaurant equipment,48,11.5,2288435,109844880,22128440,48,0,SACCO Member,33.0,49308555,Business Inventory,Cash at Branch,Central,Mukono,N/A,2024-06-21,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
250,69,11071452,652,91815283,business,Working capital,36,21.1,3463863,124699068,32883785,0,0,Healthcare Worker,48.8,69807958,Livestock,SACCO Deduction,Central,Kassanda,N/A,2023-06-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
251,55,10141495,519,5728948,personal,Family emergency,33,33.0,266353,8789649,3060701,33,0,Civil Servant,13.6,39978047,Vehicle Logbook,SACCO Deduction,Northern,Agago,N/A,2023-02-21,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
252,52,2349134,693,3819682,education,Exam registration,24,19.8,194033,4656792,837110,0,0,Student,48.3,33880862,None,SACCO Deduction,Northern,Arua,N/A,2024-10-31,"Application rejected, no payments made","Application rejected, no payments made",rejected
253,21,832368,789,41663957,mortgage,Home renovation,162,11.3,502396,81388152,39724195,0,0,Civil Servant,78.8,5536062,Mobile Money History,Bank Transfer,Western,Buhweju,N/A,2024-01-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
254,23,8812286,702,482205553,mortgage,Land purchase,204,14.4,6342970,1293965880,811760327,0,0,Trader,98.3,83363225,None,Mobile Money,Western,Bunyangabu,N/A,2023-12-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
255,42,11710154,498,585556706,mortgage,Commercial building,156,32.2,15969055,2491172580,1905615874,0,0,Teacher,137.6,5146259,Savings Account,SACCO Deduction,Eastern,Budaka,N/A,2023-07-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
256,32,811981,581,3412416,education,Books and supplies,24,27.4,186261,4470264,1057848,0,0,Farmer,55.7,9590737,Vehicle Logbook,SACCO Deduction,Central,Gomba,N/A,2024-05-31,"Application rejected, no payments made","Application rejected, no payments made",rejected
257,28,12145546,721,13334126,personal,Debt consolidation,27,17.4,600348,16209396,2875270,27,0,NGO Worker,18.6,59827818,Savings Account,Bank Transfer,Eastern,Kibuku,N/A,2024-09-06,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
258,58,9228782,563,14831609,education,Boarding fees,42,29.7,571900,24019800,9188191,26,18,SACCO Member,29.1,75986526,Salary Assignment,Cash at Branch,Western,Rwampara,N/A,2024-06-08,"Defaulted after 26 payments, 18 missed payments total","Paid months 1-26, then missed payments at months 9, 10, 11...41, 42",defaulted
259,39,9595329,655,23076767,agricultural,Harvest labor,12,20.8,2146550,25758600,2681833,0,0,Construction Worker,48.6,90482761,Savings Account,Bank Transfer,Western,Kyegegwa,Harvest Season (Sep-Nov),2024-07-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
260,50,4251029,681,439318405,mortgage,House construction,114,19.2,8405252,958198728,518880323,0,0,Boda Boda Rider,222.1,37331957,Savings Account,Mobile Money,Central,Kalangala,N/A,2023-10-01,"Application rejected, no payments made","Application rejected, no payments made",rejected
261,68,7404305,545,9485781,agricultural,Livestock purchase,9,36.1,1218769,10968921,1483140,0,0,Boda Boda Rider,30.2,36713220,None,Mobile Money,Central,Buvuma,Growing Season (Jun-Aug),2024-02-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
262,35,3706443,615,8355309,personal,Wedding costs,21,23.7,489929,10288509,1933200,12,13,Market Vendor,44.7,42063702,Land Title,Mobile Money,Western,Mitooma,N/A,2023-08-19,"Defaulted after 12 payments, 13 missed payments total","Paid months 1-12, then missed payments at months 1, 2, 3...20, 21",defaulted
263,60,10432734,360,521733490,mortgage,Land purchase,162,31.6,13945862,2259229644,1737496154,0,0,Trader,162.1,106884789,None,Bank Transfer,Eastern,Kiruhura,N/A,2023-07-11,"Application rejected, no payments made","Application rejected, no payments made",rejected
264,31,6001212,538,5341969,personal,Funeral costs,21,33.3,339075,7120575,1778606,2,19,Student,12.2,14050022,Salary Assignment,SACCO Deduction,Western,Mbarara,N/A,2023-02-22,"Defaulted after 2 payments, 19 missed payments total","Paid months 1-2, then missed payments at months 1, 2, 3...20, 21",defaulted
265,69,22105078,599,1105300834,mortgage,House construction,162,24.3,23287345,3772549890,2667249056,0,0,Unemployed,152.5,375440546,Mobile Money History,Mobile Money,Eastern,Kasese,N/A,2024-03-01,"Application rejected, no payments made","Application rejected, no payments made",rejected
266,54,2885647,520,16900199,business,Restaurant equipment,24,33.0,971231,23309544,6409345,0,0,Trader,46.9,13742984,Mobile Money History,SACCO Deduction,Eastern,Manafwa,N/A,2023-01-10,"Application rejected, no payments made","Application rejected, no payments made",rejected
267,27,4369263,750,349366861,mortgage,Land purchase,234,11.8,3822639,894497526,545130665,0,0,Farmer,117.1,46523043,Vehicle Logbook,SACCO Deduction,Western,Rwampara,N/A,2024-06-13,"Application rejected, no payments made","Application rejected, no payments made",rejected
268,69,2066895,505,3520115,education,Boarding fees,6,35.4,648728,3892368,372253,0,0,Unemployed,44.2,9549669,Savings Account,Salary Deduction,Central,Masaka,N/A,2023-03-09,"Application rejected, no payments made","Application rejected, no payments made",rejected
269,33,3394121,584,8595165,education,School fees,12,28.2,830326,9963912,1368747,0,0,Construction Worker,50.2,31484565,Vehicle Logbook,Bank Transfer,Northern,Moyo,N/A,2023-03-31,"Application rejected, no payments made","Application rejected, no payments made",rejected
270,24,664144,630,1286886,personal,Medical expenses,30,25.6,58518,1755540,468654,30,0,NGO Worker,20.4,2761414,Group Guarantee,SACCO Deduction,Northern,Moyo,N/A,2024-07-01,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
271,20,2765237,735,177233013,mortgage,Rental property,66,13.4,3809673,251438418,74205405,0,0,Security Guard,154.5,16685560,Business Inventory,Salary Deduction,Western,Kasese,N/A,2024-01-26,"Application rejected, no payments made","Application rejected, no payments made",rejected
272,45,5258529,505,17894527,business,Restaurant equipment,54,31.8,626895,33852330,15957803,0,0,Unemployed,38.0,49345097,Savings Account,Cash at Branch,Western,Kyenjojo,N/A,2024-10-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
273,43,12374138,713,618723052,mortgage,Home renovation,84,12.2,10988440,923028960,304305908,0,0,NGO Worker,105.0,72286369,Mobile Money History,Mobile Money,Northern,Kwania,N/A,2023-08-05,"Application rejected, no payments made","Application rejected, no payments made",rejected
274,46,29198414,620,65805242,business,Transport business,18,25.5,4437736,79879248,14074006,0,0,Self-Employed,25.3,106267090,SACCO Shares,Mobile Money,Central,Mityana,N/A,2024-04-17,"Application rejected, no payments made","Application rejected, no payments made",rejected
275,61,3719085,541,2683323,personal,Funeral costs,15,31.2,218320,3274800,591477,0,0,Boda Boda Rider,33.0,36275981,Savings Account,Bank Transfer,Western,Kazo,N/A,2023-03-13,"Application rejected, no payments made","Application rejected, no payments made",rejected
276,32,1945073,656,261361929,mortgage,Rental property,186,18.8,4335269,806360034,544998105,100,85,Trader,228.5,3912735,Salary Assignment,SACCO Deduction,Western,Kasese,N/A,2023-10-11,"Defaulted after 100 payments, 85 missed payments total","Paid months 1-100, then missed payments at months 16, 17, 18...184, 185",defaulted
277,43,747668,635,4109767,education,University tuition,48,23.4,132626,6366048,2256281,0,0,SACCO Member,26.9,2466628,SACCO Shares,Mobile Money,Central,Mityana,N/A,2024-07-05,"Application rejected, no payments made","Application rejected, no payments made",rejected
278,32,2314115,571,9666097,personal,Funeral costs,3,28.5,3376276,10128828,462731,0,0,Private Sector,170.3,20309918,SACCO Shares,Bank Transfer,Northern,Zombo,N/A,2023-09-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
279,54,9527139,625,45394396,business,Working capital,36,23.9,1778569,64028484,18634088,0,0,Unemployed,70.1,176551950,None,Salary Deduction,Western,Bushenyi,N/A,2024-01-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
280,52,225242,589,22391672,mortgage,House construction,186,27.0,511976,95227536,72835864,0,0,Construction Worker,232.4,417349,SACCO Shares,Salary Deduction,Eastern,Kasese,N/A,2024-05-10,"Application rejected, no payments made","Application rejected, no payments made",rejected
281,42,355664,629,952593,personal,Medical expenses,15,22.9,73629,1104435,151842,0,0,Farmer,49.7,3709552,None,SACCO Deduction,Western,Rwampara,N/A,2024-10-26,"Application rejected, no payments made","Application rejected, no payments made",rejected
282,40,946699,672,3863414,agricultural,Harvest labor,15,21.5,296006,4440090,576676,0,0,Boda Boda Rider,48.9,6020164,Business Inventory,SACCO Deduction,Central,Luwero,Growing Season (Jun-Aug),2023-12-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
283,51,10068489,746,503442664,mortgage,Land purchase,228,13.8,6250588,1425134064,921691400,228,0,Civil Servant,67.4,19451539,Savings Account,Bank Transfer,Western,Kanungu,N/A,2024-11-07,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
284,34,1692531,520,4862853,personal,Funeral costs,24,32.9,279208,6700992,1838139,0,0,Market Vendor,40.1,14399019,Livestock,Mobile Money,Northern,Gulu,N/A,2023-06-14,"Application rejected, no payments made","Application rejected, no payments made",rejected
285,28,2664378,790,163236431,mortgage,Home renovation,84,8.7,2601539,218529276,55292845,0,0,SACCO Member,125.3,26543669,SACCO Shares,Mobile Money,Northern,Adjumani,N/A,2023-03-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
286,33,1988625,463,1914390,education,Exam registration,18,35.0,138214,2487852,573462,0,0,Construction Worker,29.0,15771926,Mobile Money History,Cash at Branch,Eastern,Manafwa,N/A,2024-09-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
287,57,796583,607,1871040,business,Working capital,12,23.8,176744,2120928,249888,0,0,Student,65.2,12325250,Savings Account,Salary Deduction,Northern,Pakwach,N/A,2024-09-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
288,58,378622,667,1200643,personal,Medical expenses,6,20.6,212301,1273806,73163,0,0,NGO Worker,81.6,3483414,Mobile Money History,SACCO Deduction,Central,Kassanda,N/A,2024-12-15,"Application rejected, no payments made","Application rejected, no payments made",rejected
289,53,2011086,642,10888129,education,Books and supplies,36,25.2,434063,15626268,4738139,2,34,Security Guard,51.8,21909387,Savings Account,Cash at Branch,Central,Kassanda,N/A,2024-07-10,"Defaulted after 2 payments, 34 missed payments total","Paid months 1-2, then missed payments at months 1, 2, 3...35, 36",defaulted
290,46,1011470,570,2697429,personal,Funeral costs,30,26.5,123917,3717510,1020081,30,0,Market Vendor,12.5,104782,Group Guarantee,Cash at Branch,Eastern,Rwampara,N/A,2023-09-17,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
291,36,8553091,603,35225787,agricultural,Harvest labor,15,27.0,2793001,41895015,6669228,15,0,Healthcare Worker,43.0,31809402,Salary Assignment,Salary Deduction,Northern,Agago,Dry Season (Dec-Feb),2024-12-23,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
292,45,10530465,580,67990926,business,Stock purchase,48,30.8,2479817,119031216,51040290,48,0,Private Sector,26.6,11404589,Salary Assignment,Salary Deduction,Northern,Nebbi,N/A,2023-06-14,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
293,44,12177524,572,10045405,personal,Funeral costs,9,29.7,1258779,11329011,1283606,6,4,Security Guard,24.8,63621829,Livestock,Cash at Branch,Central,Nakasongola,N/A,2024-11-02,"Defaulted after 6 payments, 4 missed payments total","Paid months 1-6, then missed payments at months 3, 4, 5...8, 9",defaulted
294,53,2252990,687,19235437,business,Transport business,48,19.0,575142,27606816,8371379,48,0,Civil Servant,45.4,16097091,Land Title,Salary Deduction,Western,Kanungu,N/A,2023-06-23,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
295,63,225439,648,203780,personal,Funeral costs,9,26.0,25165,226485,22705,0,0,Boda Boda Rider,47.5,2952913,Group Guarantee,SACCO Deduction,Western,Kyegegwa,N/A,2023-01-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
296,67,5756366,564,17415695,agricultural,Seed and fertilizer,18,31.9,1229979,22139622,4723927,18,0,NGO Worker,29.2,16235139,Group Guarantee,Salary Deduction,Eastern,Kumi,Planting Season (Mar-May),2024-07-26,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
297,24,3925920,691,334644083,mortgage,House construction,240,19.5,5553969,1332952560,998308477,0,0,Private Sector,165.9,34477395,None,SACCO Deduction,Western,Bunyangabu,N/A,2023-12-14,"Application rejected, no payments made","Application rejected, no payments made",rejected
298,69,4432401,644,228961947,mortgage,Rental property,222,21.9,4255336,944684592,715722645,0,0,SACCO Member,103.7,12341814,Livestock,Bank Transfer,Northern,Moyo,N/A,2023-12-28,"Application rejected, no payments made","Application rejected, no payments made",rejected
299,53,3604568,685,16990458,agricultural,Livestock purchase,6,22.7,3022155,18132930,1142472,0,0,Farmer,119.4,46170065,Savings Account,SACCO Deduction,Central,Nakaseke,Harvest Season (Sep-Nov),2023-10-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
300,31,18380962,670,86115733,business,Stock purchase,24,20.0,4382929,105190296,19074563,0,0,Unemployed,41.5,117081745,Livestock,Salary Deduction,Eastern,Bushenyi,N/A,2023-05-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
301,25,4566386,553,10319421,personal,Funeral costs,27,26.2,509899,13767273,3447852,27,0,Healthcare Worker,23.2,19820986,SACCO Shares,Cash at Branch,Western,Sheema,N/A,2023-10-14,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
302,45,2209354,575,7809439,personal,Home repairs,27,27.7,391896,10581192,2771753,0,0,Self-Employed,55.3,29894821,Salary Assignment,SACCO Deduction,Central,Luwero,N/A,2024-04-13,"Application rejected, no payments made","Application rejected, no payments made",rejected
303,27,4429675,679,13524409,personal,Family emergency,3,18.8,4650123,13950369,425960,0,0,Trader,126.3,33972544,SACCO Shares,Cash at Branch,Western,Kazo,N/A,2023-08-31,"Application rejected, no payments made","Application rejected, no payments made",rejected
304,37,3939050,668,36328425,business,Transport business,48,19.8,1101620,52877760,16549335,0,0,Trader,53.7,36433875,Group Guarantee,Cash at Branch,Western,Kazo,N/A,2024-12-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
305,34,11046638,618,51098985,business,Transport business,54,26.4,1626372,87824088,36725103,40,16,Teacher,20.0,20792057,Land Title,Bank Transfer,Eastern,Sironko,N/A,2023-11-20,"Defaulted after 40 payments, 16 missed payments total","Paid months 1-40, then missed payments at months 25, 26, 27...53, 54",defaulted
306,70,3552661,629,284578247,mortgage,Home renovation,66,20.4,7206800,475648800,191070553,0,0,NGO Worker,207.5,5919042,None,Mobile Money,Eastern,Ntungamo,N/A,2023-09-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
307,43,2169144,722,2834707,agricultural,Harvest labor,18,17.6,180331,3245958,411251,18,0,SACCO Member,18.8,8224910,SACCO Shares,Salary Deduction,Eastern,Bulambuli,Growing Season (Jun-Aug),2024-11-20,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
308,52,4374560,572,7335064,personal,Medical expenses,21,27.1,442493,9292353,1957289,21,0,SACCO Member,29.1,29845399,Salary Assignment,SACCO Deduction,Eastern,Masindi,N/A,2023-03-23,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
309,30,1657419,663,11814093,agricultural,Storage facility,15,22.6,911432,13671480,1857387,0,14,Trader,64.9,5934347,Salary Assignment,Salary Deduction,Northern,Zombo,Dry Season (Dec-Feb),2023-08-29,"Defaulted after 0 payments, 14 missed payments total","Defaulted immediately, no payments made",defaulted
310,62,2469467,603,4035025,personal,Medical expenses,12,23.6,380770,4569240,534215,12,0,Market Vendor,19.2,3397921,Land Title,Mobile Money,Northern,Kwania,N/A,2023-04-17,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
311,36,2853627,602,9122721,education,Vocational training,30,23.0,402676,12080280,2957559,30,0,Boda Boda Rider,27.4,13623628,Mobile Money History,Bank Transfer,Eastern,Fort Portal,N/A,2024-05-02,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
312,49,21140711,707,28665843,education,University tuition,18,14.7,1784268,32116824,3450981,18,0,NGO Worker,25.4,128860219,Mobile Money History,Cash at Branch,Northern,Oyam,N/A,2023-04-02,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
313,48,1864454,686,4083102,business,Working capital,30,19.0,172032,5160960,1077858,0,0,Teacher,31.0,14594285,Business Inventory,SACCO Deduction,Eastern,Rukiga,N/A,2024-05-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
314,39,325672,685,355946,agricultural,Seed and fertilizer,12,22.2,33349,400188,44242,12,0,Security Guard,16.5,736947,Livestock,Bank Transfer,Northern,Apac,Dry Season (Dec-Feb),2024-03-08,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
315,60,2286007,724,20135094,agricultural,Harvest labor,15,19.2,1520517,22807755,2672661,0,0,Security Guard,80.3,11326813,Savings Account,Cash at Branch,Central,Mityana,Planting Season (Mar-May),2024-12-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
316,59,3844877,621,43591033,business,Shop expansion,6,23.1,7762439,46574634,2983601,0,0,Civil Servant,224.6,31403393,Savings Account,SACCO Deduction,Western,Ntungamo,N/A,2023-04-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
317,29,213869,674,1152145,education,School fees,30,22.0,50272,1508160,356015,0,0,Trader,40.5,1309014,Vehicle Logbook,Bank Transfer,Central,Buikwe,N/A,2024-07-10,"Application rejected, no payments made","Application rejected, no payments made",rejected
318,50,662227,595,842656,education,School fees,6,29.9,152942,917652,74996,0,0,Construction Worker,49.3,6247323,None,Bank Transfer,Northern,Zombo,N/A,2023-07-23,"Application rejected, no payments made","Application rejected, no payments made",rejected
319,49,5788196,645,37689991,business,Restaurant equipment,48,25.7,1264452,60693696,23003705,48,0,NGO Worker,30.7,18426811,Land Title,Salary Deduction,Western,Rukungiri,N/A,2023-11-02,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
320,32,1109235,609,6177319,business,Shop expansion,12,25.5,588618,7063416,886097,0,0,Construction Worker,65.0,4751494,SACCO Shares,Mobile Money,Eastern,Isingiro,N/A,2023-01-10,"Application rejected, no payments made","Application rejected, no payments made",rejected
321,22,4493429,627,324368019,mortgage,Land purchase,84,23.1,7820424,656915616,332547597,0,0,Market Vendor,184.0,16093667,SACCO Shares,Cash at Branch,Northern,Arua,N/A,2023-03-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
